name,amenity,highway,barrier,landuse,lat,lon
EtoH Rooftop Restaurant,restaurant,,,,12.8360295,77.6650625
Jolly Johnny's Bar,restaurant,,,,12.9673961,77.7148172
Moai,restaurant,,,,12.9249841,77.5839479
Curry Central,restaurant,,,,13.0274933,77.5773905
Silver Spicy Hut,restaurant,,,,13.1031736,77.6595426
Venn,restaurant,,,,13.0220219,77.6399329
Pepper n' Pods,restaurant,,,,12.8418927,77.647706
The Sherugars Kitchen,restaurant,,,,13.0988397,77.5852722
Tango,restaurant,,,,12.9726668,77.6999433
Garci,restaurant,,,,12.9282787,77.576614
Svarasa,restaurant,,,,12.9864023,77.5953117
154 Breakfast Club,restaurant,,,,12.9112491,77.5133944
Mad Doh Sourdough Pizzeria,restaurant,,,,12.9848898,77.7506397
Dolphins Bar and Kitchen 1977,restaurant,,,,13.0927605,77.5937399
Sharief Bhai,fast_food,,,,13.0629163,77.6492482
Kalpaney,restaurant,,,,12.906053,77.5897421
Beyondburg Inc.,restaurant,,,,12.971535,77.6008451
Si Nonna's,restaurant,,,,13.0233978,77.6431482
Si Nonna's,restaurant,,,,13.0276135,77.5717753
Si Nonna's,restaurant,,,,12.9368179,77.6148469
Si Nonna's,restaurant,,,,12.9155838,77.6324992
Brik Oven,restaurant,,,,12.9136422,77.644891
Riko,restaurant,,,,12.9716906,77.5960708
Yan Yan,restaurant,,,,12.9672746,77.6018938
Harvest Salad Co,fast_food,,,,12.8440684,77.679462
Maiz Mexican Kitchen,fast_food,,,,12.8440135,77.6793587
Harvest Salad Co,fast_food,,,,13.0501668,77.5974025
Maiz Mexican Kitchen,fast_food,,,,13.0502165,77.5974052
Maiz Mexican Kitchen,fast_food,,,,13.0298014,77.634702
Maiz Mexican Kitchen,fast_food,,,,12.970613,77.6446885
Maiz Mexican Kitchen,fast_food,,,,12.9373878,77.7025907
Maiz Mexican Kitchen,fast_food,,,,12.9059798,77.6440608
Maiz Mexican Kitchen,fast_food,,,,12.9262697,77.5609271
Harvest Salad Co,fast_food,,,,12.9263233,77.5609392
Harvest Salad Co,fast_food,,,,12.9060203,77.6440568
Harvest Salad Co,fast_food,,,,12.9374597,77.7026162
Harvest Salad Cafe,fast_food,,,,12.9706111,77.6447314
Harvest Salad Co,fast_food,,,,13.0298262,77.6347261
Harvest Salad Cafe,fast_food,,,,12.9849929,77.7503729
Maiz Mexican Kitchen,fast_food,,,,12.9850883,77.7500591
ASF - Ancient Stone Flames,restaurant,,,,12.9512351,77.6993442
ASF - Ancient Stone Flames,restaurant,,,,13.0255067,77.6392248
The Food Factory,restaurant,,,,13.079106,77.5924753
The Fisherman's Wharf,restaurant,,,,13.0788957,77.5924578
The Indian Saga,restaurant,,,,13.0286575,77.7078921
Tommy's,restaurant,,,,12.9589691,77.6613128
Burma Burma,restaurant,,,,12.9201458,77.6848546
Tuk Tuk Thai,restaurant,,,,12.906051,77.5825477
Khanabadosh,restaurant,,,,32.2457425,76.3260567
Indian Oil,fuel,,,,16.590648,80.5184851
Mon Jai,restaurant,,,,26.1800837,91.7744588
HP,fuel,,,,26.1788619,91.8199646
Tossin Pizza,fast_food,,,,28.5671494,77.2464914
Taco Bell,fast_food,,,,28.5671069,77.2468625
Axom Fast Food,fast_food,,,,26.1588122,91.8381987
Chilled Treats,fast_food,,,,26.1593649,91.8375641
Juhal Restaurant,restaurant,,,,26.1676819,91.8300697
Akshay plaza,restaurant,,,,26.1802178,91.7358101
harshita food,restaurant,,,,26.1805926,91.7361427
JB'S,restaurant,,,,26.1813815,91.736649
Nirshita,restaurant,,,,26.1838608,91.7383009
FOOD HUNT,fast_food,,,,26.1789067,91.8173564
Zaika,restaurant,,,,26.1262858,91.7791491
Sufi Kitchen,restaurant,,,,26.1284755,91.7793187
alberts kitchen,restaurant,,,,26.1650874,91.8320646
AWAKEN AROMAS,fast_food,,,,26.1791804,91.8061759
Tasty Tiffin,restaurant,,,,26.1856301,91.752455
Pizza Hut,restaurant,,,,26.1416261,91.7863496
Naisha'S Silver Spoon,restaurant,,,,26.1418184,91.7864136
Popular Chat House,fast_food,,,,26.1429423,91.7866225
Shree Sweets And Spice,restaurant,,,,26.1786844,91.8044884
Thali Ghar,restaurant,,,,26.1360682,91.785849
DEEP FAST FOOD,fast_food,,,,26.1780767,91.8042473
MS Shiv Restaurant,restaurant,,,,26.1607223,91.734113
Darjelling Momos,restaurant,,,,26.1572147,91.7326373
Indian Oil,fuel,,,,26.1740008,91.8024706
BHAI BHAI,restaurant,,,,26.1728179,91.7866136
EAGLE ARDEN,restaurant,,,,26.1726179,91.7836075
MASAANJA,restaurant,,,,26.172378,91.7812182
Intoxica,restaurant,,,,26.1437212,91.7865455
KFC,fast_food,,,,26.14388,91.7865409
DJ 3 Restaurant,restaurant,,,,26.144558,91.7864582
Hotel EL Paradiso,restaurant,,,,26.1620863,91.8342006
P.B.R. RESTAURANT,restaurant,,,,26.1350507,91.7243195
Manpasand Momo,fast_food,,,,26.1788206,91.815244
GUNJAN FASTFOOD,fast_food,,,,26.136549,91.7248326
Hungry Monk,fast_food,,,,26.1656451,91.8313238
Tip top,restaurant,,,,26.1590046,91.6965189
Sneha fast food,fast_food,,,,26.1589714,91.6967657
Fast food and resturent,restaurant,,,,26.1589739,91.6967666
Aquamarine,fast_food,,,,26.1590584,91.6975151
Ajahar A1 Fast Food Centre,restaurant,,,,26.150853,91.7298192
Kamakhya Sweets,restaurant,,,,26.150532,91.7296625
Maa Kali Hotel,restaurant,,,,26.1494721,91.7290095
Sri Balaji Bhavan,restaurant,,,,11.2121933,79.3672375
Cafe Delhi Heights,restaurant,,,,28.7156776,77.1351663
Hotel Apoorva,restaurant,,,,10.5033825,77.7617107
Nallammal gramiya virunthu,restaurant,,,,10.503646,77.7614986
Si Nonna's Pizza,fast_food,,,,12.9845946,77.7512785
Thalapakas Restaurent,restaurant,,,,16.5202952,80.6932608
Durga Chiken Center,fast_food,,,,16.5203534,80.6931557
D Damodar,fast_food,,,,19.0179454,72.8472451
Desi Masala,fast_food,,,,12.9281585,77.5838211
Alohi,restaurant,,,,26.1218823,91.7871383
Nyoma Fuel Station,fuel,,,,33.1904466,78.6503117
Gram massala,fast_food,,,,8.530548,76.9287763
Agarwal's Kitchen,restaurant,,,,22.5847897,88.4325866
Snack Point,fast_food,,,,22.5846714,88.4327191
தண்டபாணி வண்டிக்கடை,restaurant,,,,10.366627,77.9786828
Xero Degrees,fast_food,,,,28.5705256,77.3245791
Xero Degrees,fast_food,,,,28.5705256,77.3245791
Rolls King,fast_food,,,,28.5671781,77.3208792
Domino's,fast_food,,,,28.5704486,77.3246722
The Dakshiini Cafe,fast_food,,,,28.571049,77.324315
Khan Chacha,fast_food,,,,28.5672161,77.3208773
Wow! Momo,fast_food,,,,28.5673707,77.320808
Berry Brothers,fast_food,,,,28.5673324,77.3210855
Vaango!,fast_food,,,,28.5672762,77.3211273
Baby Dragon,restaurant,,,,28.5695162,77.3239766
Subway,fast_food,,,,28.5707694,77.3247375
Nazeër Foods,restaurant,,,,28.5690209,77.3239337
Desi Vibes,restaurant,,,,28.5690757,77.3239374
Rolls King,fast_food,,,,28.5671781,77.3208792
Khan Chacha,fast_food,,,,28.5672161,77.3208773
Wow! Momo,fast_food,,,,28.5673707,77.320808
Bamboo Shoots,restaurant,,,,28.5697706,77.3239859
Berry Brothers,fast_food,,,,28.5673324,77.3210855
Vaango!,fast_food,,,,28.5672762,77.3211273
Karim's,restaurant,,,,28.5691963,77.3239546
Subway,fast_food,,,,28.5707694,77.3247375
Family Kitchen,restaurant,,,,12.9844171,77.7497141
Pepe's Pizza,fast_food,,,,12.9844548,77.7495405
Mani's Dum Biriyani,restaurant,,,,12.9844717,77.7495433
The Heaven Mandi,restaurant,,,,12.9847043,77.748794
House Of Desserts,restaurant,,,,12.984719,77.7488832
Smoky Dock,restaurant,,,,12.9847782,77.7488158
Donne Biriyani Palace,restaurant,,,,12.9846806,77.748896
Laffah,restaurant,,,,12.9846111,77.7491282
Star Biriyani,restaurant,,,,12.9845057,77.7493875
Sagar Ratna,restaurant,,,,30.9017364,75.9038358
Leo Sweets,fast_food,,,,28.564941,77.1857606
Magic Food,restaurant,,,,26.1815417,91.7616624
IRA Kitchen and Bar,restaurant,,,,17.4543538,78.2843012
Fishermens Restaurant,restaurant,,,,15.5700112,73.7649316
Mitra Cafe,restaurant,,,,22.6194826,88.3918249
Shirke Vada Pav,fast_food,,,,19.0284665,72.8516525
Smoke shack,restaurant,,,,17.536817,78.4903662
Shawarmaji,fast_food,,,,19.0257975,72.85527
Zafran,restaurant,,,,23.2368753,87.8620765
Theyk Junction,restaurant,,,,26.5271151,88.7193012
Rajnandini Hotel,restaurant,,,,26.5275243,88.719481
Suswadu,restaurant,,,,26.5274338,88.719501
Sree Ganesh Hot Chips,fast_food,,,,26.527265,88.7196099
Jalpaiguri Dry Food,fast_food,,,,26.5273678,88.7195912
All Day Sunday,fast_food,,,,26.528584,88.7191625
Qwality Rolls,fast_food,,,,23.2364966,87.8615992
Coastal Kitchen,restaurant,,,,8.4791221,76.9121714
Santhi juice shop,fast_food,,,,11.9383647,79.5139879
Mukesh Dhabha,restaurant,,,,28.6207219,77.1362269
அனிஃபா பிரியாணி - இராமநாதபுரம்,restaurant,,,,9.3619509,78.8515981
Aahar Vihar,restaurant,,,,25.4670222,81.8250814
Hotel North Point,restaurant,,,,26.7160894,88.422134
Only Veg Restaurant,restaurant,,,,26.7163255,88.424442
Aggarwal,restaurant,,,,28.569794,77.3236103
Gold,restaurant,,,,28.5704287,77.3236638
Wow! Momo,fast_food,,,,26.7157727,88.4224666
Petuk Moshai,restaurant,,,,26.7161013,88.4221749
Bikkgane Biryani,restaurant,,,,28.5701323,77.3242052
Bheemeshwara,restaurant,,,,28.570144,77.3242059
Da Flamingo,fast_food,,,,28.5713728,77.3243334
Adalat Hotel,restaurant,,,,26.7181643,88.420717
Masi Hotel,restaurant,,,,26.685468,88.4420342
Maa Hotel,restaurant,,,,26.685349,88.4421197
Dinesh Hotel,restaurant,,,,26.6853544,88.44218
Subarna Hotel,restaurant,,,,26.6853567,88.442206
Sagarika Hotel,restaurant,,,,26.6853591,88.4422324
Ratan Hotel,restaurant,,,,26.6853732,88.4423909
Subhankar Hotel,restaurant,,,,26.6853764,88.4424264
Bhaidar Momo Shop,fast_food,,,,26.6900257,88.4377152
Domino's,fast_food,,,,26.6915737,88.4366946
Delicious Restaurant,restaurant,,,,26.7162806,88.424391
Desi Galli Restaurant,restaurant,,,,26.7162104,88.4243482
Disco Hotel,restaurant,,,,26.7160784,88.4248149
Domino's,fast_food,,,,26.7190731,88.4266978
Paul Punjab Family Restaurant,restaurant,,,,26.717973,88.4212214
Shan E Punjab,fast_food,,,,26.7182053,88.4210362
Desi Vibes,restaurant,,,,28.5693614,77.3241304
Dhaba At Atta,restaurant,,,,28.5690512,77.3241022
The Champaran's Kitchen,restaurant,,,,28.5707256,77.3246863
McDonald's,fast_food,,,,28.569102,77.3245129
Global Bites,restaurant,,,,28.5688213,77.3247903
KFC,fast_food,,,,28.5687152,77.3249101
La Pino'z Pizza,fast_food,,,,28.5707638,77.3251051
Chinese Wok,fast_food,,,,28.5706825,77.3249899
The Noida Canteen,restaurant,,,,28.5712839,77.3243053
Qadir Bukhsh Sweets,fast_food,,,,25.4317883,81.8235762
Alakauser,restaurant,,,,28.5705642,77.3252352
Udupi Gokula,restaurant,,,,13.0239115,77.6944408
Aaheli Restaurant,restaurant,,,,26.7188975,88.4266998
Ambuja Fuels,fuel,,,,8.4350272,77.053089
Al Ustad Hotel,restaurant,,,,8.3776747,76.9872969
Live sea food,restaurant,,,,8.3777403,76.987328
Paradise,restaurant,,,,8.3774112,76.9871453
Munthiripanthal Family Restaurant Toddy shop,restaurant,,,,8.721771,76.7648684
Toddy shop,restaurant,,,,8.5022329,76.9533759
Toddy shop,restaurant,,,,8.6824646,76.8847811
Sri Siddeshwara Lemon Tea Tiffin Center,restaurant,,,,17.9250947,77.5012231
Indian Oil,fuel,,,,17.9245721,77.5013056
Domino's,fast_food,,,,17.924471,77.5026359
Nav Kayastha Pangat,restaurant,,,,19.1026415,72.8461922
Pankanam,restaurant,,,,8.5027627,76.9531031
Umiya snacks,fast_food,,,,18.6714748,73.8910169
Hotel Vijay Akka Masoora,restaurant,,,,16.842924,74.6104003
The Dulcet Bakery Cafe & Restaurant,restaurant,,,,25.3905771,81.8636964
Baan Phad Thai,restaurant,,,,12.9698478,77.6377114
Hello Goodbye Bar,fast_food,,,,13.201265,77.7103738
Tiffin Express,fast_food,,,,13.2012676,77.7102812
KFC,fast_food,,,,13.2009673,77.7092137
Ooru Canteen,fast_food,,,,13.1998647,77.7087463
Shukla Tea Stall,fast_food,,,,26.8495884,80.9430039
Shukla Chat House,fast_food,,,,26.8497155,80.942816
Hotel Gowri Shankar,restaurant,,,,11.1055528,77.3503866
Gogo Land,parking,,,,8.3099783,77.0859263
Domino's,fast_food,,,,18.2955286,83.8941169
KFC,fast_food,,,,18.299391,83.9044584
Hindustan Petroleum Corporation Limited,fuel,,,,19.001647,72.8154022
IndianOil,fuel,,,,18.944006,72.8232477
Bastian At The Top,restaurant,,,,19.0249945,72.8415353
Saravana Bhavan,restaurant,,,,8.309339,77.0775925
Chilli's Floating Restaurant,restaurant,,,,8.3094849,77.0774018
Punjabi Dhaba,restaurant,,,,8.3087958,77.0781135
bhagat tarachand,restaurant,,,,19.0832672,72.9093889
gupta sandwich,restaurant,,,,19.0817283,72.9066545
McDonald's,fast_food,,,,23.0218259,72.55691
Burger King,fast_food,,,,23.0217347,72.5569853
Taco Bell,fast_food,,,,23.0217891,72.5569528
KFC,fast_food,,,,23.0216444,72.5570471
Shri Maruti Nandan,restaurant,,,,23.0216852,72.5570151
Cellar,restaurant,,,,26.8747678,80.9581953
Ritz,restaurant,,,,26.8748452,80.9582322
HP,fuel,,,,28.7125083,77.1736109
Marksmen,restaurant,,,,26.8503728,80.9408546
Grand Park,restaurant,,,,8.7324524,76.898342
Bismillah Caterers Biryani,restaurant,,,,18.6740983,73.8862768
Taco Bell,fast_food,,,,13.0320546,77.5698106
Pizza Brew House,fast_food,,,,13.0299092,77.5705804
BurgerMan,restaurant,,,,13.0298987,77.5709049
The Belgian Waffle,fast_food,,,,13.0292971,77.5708131
Daak 64,restaurant,,,,13.1264703,77.5663827
Pizza Hut,restaurant,,,,13.0086507,77.7588002
Indian Oil,fuel,,,,16.3760661,77.9570733
Hindustan Petroleum Corporation Limited,fuel,,,,16.3823039,77.9322602
Indian Oil,fuel,,,,16.3879008,77.9397556
B-1A 53A Janak Puri,parking,,,,28.6278399,77.0890255
Curry Leaf,restaurant,,,,26.8474472,80.9455297
Delicious Village,restaurant,,,,17.4473559,78.2786587
SFC fried chicken,fast_food,,,,8.6457717,77.0516424
KFC,fast_food,,,,8.6218162,76.8997432
Pizza Hut,fast_food,,,,8.6218801,76.8997858
Bhatti N Beyond,fast_food,,,,12.9641368,77.7143922
Burma Burma,restaurant,,,,18.9951845,72.8239393
Burma Burma Palladium,restaurant,,,,18.9949605,72.8239728
Fatima's Snacks,fast_food,,,,19.3021484,73.0588407
Jehangir Hotel,restaurant,,,,26.8712668,80.9567183
Burger Singh,fast_food,,,,25.3973397,81.8643687
Hyderabad Irani Hub,fast_food,,,,12.9418282,77.7472874
KFC,fast_food,,,,28.6123366,77.3108114
Burger King,fast_food,,,,28.6122436,77.3107921
Udipi Cafe,restaurant,,,,12.8716966,74.8419576
Sri Vijaya Durga Tiffin Center,fast_food,,,,17.3845979,82.4269535
Sangam Chinese Corner,fast_food,,,,25.4280293,81.9138368
Tamil Nadi Dosa,restaurant,,,,26.8579982,80.9968007
delicious local food,restaurant,,,,23.7464377,92.7203463
Subway,fast_food,,,,13.0277326,77.5716918
Pohe,fast_food,,,,18.6274064,73.7827032
Shangrila,restaurant,,,,34.113311,77.5575064
Gokul Refreshments,restaurant,,,,19.0562652,72.8350841
Sri Balaji Bhavan,restaurant,,,,12.8393679,77.6507683
Rayalseema Spice,restaurant,,,,11.6763365,78.1432992
Nil Akash Hotel,restaurant,,,,26.70364,88.4469299
Maa Hotel,restaurant,,,,26.7037748,88.446426
La Pino'z Pizza,fast_food,,,,28.5349082,77.2908038
Sathya Restaurant,restaurant,,,,8.7348795,77.9802438
HP,fuel,,,,8.80494,78.1439812
Shre Krishnaa Hotel,restaurant,,,,12.6116625,78.0906418
Aasife Biriyani,restaurant,,,,8.291218,77.5716682
Salem RR Biriyani,restaurant,,,,8.2920209,77.5725109
Bharat Petroleum,fuel,,,,12.7226244,77.8335272
Bharat Petroleum,fuel,,,,12.6762598,77.8657712
Bathinda Junction,restaurant,,,,12.9690741,77.6481302
IGL,fuel,,,,28.5378783,77.2897981
Sree Vinayaka Bhavan Pure Veg Restaurant,restaurant,,,,8.7387173,76.7493234
Faraz Foods,fast_food,,,,28.6289503,77.2774811
Varthur Kebab Center,fast_food,,,,12.9417673,77.7472939
Eden - Cafe by Connoisseur,restaurant,,,,25.4498444,81.8336332
Joshh - Indian Street Eats,fast_food,,,,19.0593313,72.8375935
Santhosh Bake House,restaurant,,,,11.0594358,76.2750065
k6,restaurant,,,,11.0591415,76.2751191
Nayara Petrol Pump,fuel,,,,11.0651143,76.2692952
Dolma Aunty Momos,fast_food,,,,28.5689605,77.2406653
Aroma Restaurant,restaurant,,,,12.9252983,77.6745172
Malabar Kitchen,restaurant,,,,12.9259883,77.6759119
Kolkata Daily Food Restaurant,fast_food,,,,12.9210217,77.6652526
Leon's,restaurant,,,,12.9242936,77.6737685
Burger King,fast_food,,,,12.925896,77.6757537
Frys With Fries,fast_food,,,,19.0548412,72.825837
Cafe Delight Restaurant,restaurant,,,,19.0546772,72.8262181
Sankalp,restaurant,,,,25.4534634,81.832785
Kamdhenu Sweets,fast_food,,,,25.4534497,81.8326597
Kenis Place Goan Fish Thali,restaurant,,,,15.5907426,73.8138808
Pappu Dum Biryani,fast_food,,,,15.5898564,73.8139346
Aflatoon,restaurant,,,,15.5899611,73.8139486
Aflatoon,restaurant,,,,15.5899314,73.8138112
Sufikhana Biryani,fast_food,,,,15.5895382,73.8139239
K.G.N Hyderabadi Dum Biryani,fast_food,,,,15.590538,73.8123269
Bharateeyam The Indian Cusine,restaurant,,,,17.4900031,78.3927832
Seefah,restaurant,,,,19.0546688,72.8282658
Aladdin Shawarma,fast_food,,,,12.3296945,76.6448476
Sowjanya Food Court,fast_food,,,,17.9291546,83.4243008
B Zag Family Restaurant,restaurant,,,,17.8803145,83.4459925
Manikanta Food Court,restaurant,,,,17.8040649,83.3470123
Raju's Kitchen,restaurant,,,,17.8040554,83.3465751
Hotel Muntaj,restaurant,,,,17.8065254,83.3391323
BPR Restaurant,restaurant,,,,17.8068402,83.3389506
Eat Sure,restaurant,,,,17.804362,83.3498219
Chopstix,restaurant,,,,10.0247493,76.338663
Burger Spot,restaurant,,,,10.0248476,76.3384181
Chopstix,restaurant,,,,10.0250737,76.3383487
Aapni Rasoi,fast_food,,,,28.623381,77.2923188
Uba Tuba,fast_food,,,,19.0539781,72.8283721
Four Chopsticks,restaurant,,,,19.0530486,72.8291774
Perfect Juice Centre & Snacks,fast_food,,,,19.0537739,72.8305165
Al Taza - Kakkanad,restaurant,,,,10.0158619,76.3572175
Haldiram's,fast_food,,,,28.5654737,77.2381816
Al Taza - Edappally,restaurant,,,,10.0270426,76.309826
Bandra Eats,fast_food,,,,19.0538175,72.8308279
Indian Oil Petrol Pump,fuel,,,,22.2388252,75.6634312
kathiyawad veg restaurant,restaurant,,,,21.1518152,78.5867112
Elina new chaphai,restaurant,,,,23.4719714,93.3344818
ANAND JI CHOLE BHATURE WALA,fast_food,,,,28.5753135,77.2414944
Bharat Petroleum,fuel,,,,19.4730589,84.7468913
Advaita,restaurant,,,,12.9508138,77.7156575
Kalinga,fast_food,,,,12.9507765,77.7154034
KFC,restaurant,,,,8.6930466,76.8203888
IGL,fuel,,,,28.6297886,77.3123994
New Mess,fast_food,,,,26.3614089,73.0557844
Bloom All Day Restobar,restaurant,,,,19.1719281,72.9419475
IndianOil,fuel,,,,23.4746567,93.3157812
Woodfired Pizza,restaurant,,,,11.3452374,76.7996991
Shiva's Mess,restaurant,,,,12.9196623,77.6113209
Sri Gajana Fruit Juice Center,fast_food,,,,12.919654,77.6114829
Ambur Hot Sum Biryani,restaurant,,,,12.9196523,77.6115636
Udupi Sagar,restaurant,,,,12.9196021,77.6130587
Sanju's Kitchen,restaurant,,,,12.919519,77.6142831
JK Lasso And Juice Center,fast_food,,,,12.9180198,77.6143295
Sarthak Vadapav,fast_food,,,,18.6718371,73.8904227
Cherry Berry,restaurant,,,,11.3635382,76.8042975
Kumar Vegetarian,restaurant,,,,30.3272748,78.0450608
Shri Shyam Dhaba,restaurant,,,,28.4291306,77.0637029
Toss & Taste,restaurant,,,,28.4254717,77.0682792
Degh & Wok,restaurant,,,,28.4251584,77.0679866
Himalayan Flavours,restaurant,,,,28.4250036,77.067974
Bharat Petroleum,fuel,,,,17.4964949,78.3963715
Meals on Wheels,restaurant,,,,25.4547887,81.8289926
Si Nonna's,restaurant,,,,13.083084,77.6436651
Via Milano,restaurant,,,,12.9008254,77.7111061
Kokoro,fast_food,,,,12.9754863,77.6020001
Koteshwaram,restaurant,,,,13.281406,77.723477
Kamati Vanta,restaurant,,,,13.0931115,77.5845917
Al-Ghausia Restaurant,restaurant,,,,25.4313168,81.8260587
Allahabad Kebab Paratha,restaurant,,,,25.4313048,81.8261118
Orhan Shawarma House,restaurant,,,,25.4317845,81.8242444
Mother Dairy,fast_food,,,,28.462179,77.4900551
சாய் டிபன் சென்டர்,restaurant,,,,10.9888862,79.4323745
ரோஜா மெஸ்,fast_food,,,,10.9888295,79.4325574
Mr. Professor,fast_food,,,,12.9528921,77.7180152
Chai 365,fast_food,,,,12.953493,77.7180598
Dil Bahar Lassi House,fast_food,,,,25.4312581,81.8263757
Best Lassi House,fast_food,,,,25.4312654,81.8264106
Warsi Restaurant,restaurant,,,,25.4312448,81.8263194
Dunkin',fast_food,,,,28.5514204,77.2517961
Shantadurga Cafe,fast_food,,,,15.5878968,73.8127839
Salman Hotel,fast_food,,,,15.588111,73.8125041
Homely Meals Lunch Special,restaurant,,,,9.9907557,76.2770481
Nagori A-1 Tea & Kitchen,fast_food,,,,19.0477731,72.8273774
CUM,restaurant,,,,23.6451833,93.032364
New Riyaz Restaurant,restaurant,,,,19.0543377,72.8388343
The Nines,restaurant,,,,19.1161914,72.827983
Sweets & Spices,restaurant,,,,28.6197089,77.3009099
Om Fruit Juice,fast_food,,,,28.6199145,77.3001581
Pandit Rajasthani Restaurant,restaurant,,,,17.7172399,83.2932379
Sharma Bhojanalaya,restaurant,,,,17.7170499,83.2937394
Madhavi's Kitchen,restaurant,,,,16.7657361,81.5584121
Thirtha,restaurant,,,,12.9866522,77.5950672
Hunaan,restaurant,,,,12.9695571,77.6358305
Mudde Saar,restaurant,,,,12.9675813,77.6544647
Pinocchio,restaurant,,,,12.9729831,77.6062102
The Bombay Chapter 003,restaurant,,,,12.9056206,77.6014402
Extra Chutney,restaurant,,,,12.979026,77.5776266
Mai Mai,restaurant,,,,12.970615,77.6468457
Bao To Me,restaurant,,,,12.9288004,77.6353345
Anant Omlette Pav Centre,fast_food,,,,15.5912832,73.8106396
khan n oodlea,fast_food,,,,16.7849663,81.5246019
coffee treat,fast_food,,,,16.7833136,81.5252409
biryani centre,fast_food,,,,16.7846644,81.5241996
panjabi daba,restaurant,,,,16.7851596,81.5255239
tiffin center,restaurant,,,,16.5465663,81.7623628
Kotayya hotel,restaurant,,,,16.5472416,81.7623483
Venky Biryani Centre,restaurant,,,,16.7874128,81.526275
vijay hot chips,fast_food,,,,16.9637239,82.0470216
akshaya Fast food,restaurant,,,,16.9632762,82.0482545
Indhanam Tiffin hotel,restaurant,,,,16.9631898,82.0482866
Hanvitha Foods,restaurant,,,,16.9623594,82.0485672
Union Bank,restaurant,,,,16.7843428,81.5268249
Pista Hut,restaurant,,,,16.7838928,81.5269982
Indian oil,fuel,,,,16.1676902,81.1180497
Mana convention,,services,,,16.1699377,81.1349632
Petrol bunk,fuel,,,,16.9670351,82.0489657
Biccavolu dhaba,restaurant,,,,16.9663802,82.0484199
Tinera Restuarant,restaurant,,,,17.1226513,81.290349
indian oil,fuel,,,,17.1213276,81.2956753
Tarani Family Restaurant,restaurant,,,,16.5237917,81.6871618
Vaibhav Family Resturant,restaurant,,,,16.5192432,81.7158383
petrol Bunk,fuel,,,,16.8294259,81.1931519
Cream City,restaurant,,,,16.517904,81.7182966
SRK tiffins,restaurant,,,,16.7931363,81.5276161
curry point,fast_food,,,,16.6024088,81.8095519
Falak Restaurant,restaurant,,,,17.7303144,83.3155371
moon bar & kitchen,restaurant,,,,17.7289896,83.3139569
Hot Chick's,fast_food,,,,15.5808646,73.7931916
Pinda Aale Restaurant in Mohali,restaurant,,,,30.6847834,76.7403955
Chicken Affair,fast_food,,,,19.0634612,72.8245334
Zig Zag Bar & Restaurnt,restaurant,,,,15.5896137,73.8820263
Santa Time Restaurant,restaurant,,,,15.5920134,73.8558121
sds foods,restaurant,,,,16.5399869,81.6294509
canteen,restaurant,,,,16.8361608,81.523398
tiffin center,restaurant,,,,16.6021503,81.8082815
juice shop,fast_food,,,,16.6022423,81.8085107
Murali juice centre,fast_food,,,,17.1215724,81.2983311
juice shop,fast_food,,,,16.1801496,81.1345411
QN hotel pallakollu,restaurant,,,,16.51976,81.7264959
KFC,fast_food,,,,16.753708,81.6867574
vasavi canteen,fast_food,,,,16.8597294,81.4951741
vasavi mess food,fast_food,,,,16.8576895,81.4961727
Ibbu's Kings Restaurant,restaurant,,,,16.8110458,81.5268804
Sri Ambika Family Restuarant,restaurant,,,,17.1163195,81.2957849
Hindusthan Petroleum Corporation,fuel,,,,17.1170836,81.2959801
juices and fast food,restaurant,,,,17.4411442,78.3588597
Sharmista Foods (Family Restaurant),fast_food,,,,16.7617848,81.6845516
Sharmista Foods,fast_food,,,,16.7618949,81.684411
Alankar Family Restaurant,fast_food,,,,16.7562414,81.6794835
Red bucket biryani,fast_food,,,,16.1903439,81.1248298
Hungry Harbour,restaurant,,,,16.7605321,81.6692746
tiffin center,restaurant,,,,16.5929035,81.8564627
Saravanabhava Home Foods,restaurant,,,,16.7497947,81.6691204
SRK restaurant,restaurant,,,,16.8650033,81.9271217
fast food,fast_food,,,,16.1739371,81.1229151
Krispy foods,fast_food,,,,16.866329,81.927002
Girls Canteen,restaurant,,,,16.857703,81.4966732
Rasa,restaurant,,,,20.0055245,73.6867806
The Tasting Room,restaurant,,,,20.00543,73.6877355
The Bodega,restaurant,,,,20.0054854,73.6883993
1882 Restaurant,restaurant,,,,12.9692205,77.7169679
Scarlett House,restaurant,,,,19.0628688,72.829862
The Family Table By Joseph's,fast_food,,,,19.0615832,72.8305042
New Monorama Family Restaurant,restaurant,,,,22.9421064,88.6330949
Saha Restaurant,restaurant,,,,22.9418644,88.6341407
Khao Piyo,restaurant,,,,19.0715458,72.8338617
Agastya,restaurant,,,,8.4893627,76.9537877
Jaypore Delights,restaurant,,,,12.9128486,77.739575
Al Nizami Darbar,restaurant,,,,19.1098173,72.8754841
Adlem Goi,restaurant,,,,15.5026837,73.9149525
Wow! Momo,fast_food,,,,12.9836851,80.1655642
KFC,fast_food,,,,12.9808514,80.1628503
Wow! Momo,fast_food,,,,12.9807821,80.1627539
Subway,fast_food,,,,12.9806653,80.1625014
Tiffin Express,fast_food,,,,13.200982,77.7095087
KFC,fast_food,,,,12.9845009,80.1676678
iD,fast_food,,,,12.9840668,80.166952
Holide mane,fast_food,,,,12.9447229,77.560222
Malabar Kitchen,restaurant,,,,8.4892504,76.9537856
